"assignee_id","assignee_name","associations","component_id","component_name","created_at","comments","closed_on","description","due_on","hours_estimate_current","hours_estimate_initial","hours_actual","id","milestone_id","milestone_title","number","priority","project_id","project_title","reporter_id","reporter_name","resolution","resolution_description","severity_id","severity_name","status","summary","updated_at","version_id","version_name","field1_value_id","field1_value","field2_value_id","field2_value","field3_value_id","field3_value"
"","<none>","<none>","","<none>","2011-11-02T04:11:05Z","0","","Create a list long enough to scroll off the bottom of the expression list editor. 
Exit and reenter the expression list editor.
The last (bottom) expression is displayed.","","0.0","0.0","0.00","43","","<none>","43","2","1","Pocket Algebra 1.0","1","David S.","","","","<none>","new","BUG? - Expression list editor displays with the last expression visible. Should it show the top of the list?","2011-11-02T04:11:05Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-05T16:48:11Z","0","","","","0.0","0.0","0.00","44","2","Production launch","44","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","new","Font is fuzzy when zoomed ","2013-09-28T10:51:54Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-07T02:35:22Z","0","","Into screen
Expression editor
Expression list editor
Expression input screen","","0.0","0.0","0.00","45","2","Production launch","45","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","new","Add spinner when loading help text","2013-09-28T10:51:54Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:15:23Z","0",""," you have a progress bar, but I kept wondering how many screens of the tutorial there was.  Can you give that information, too?  page 3 or 3,343 would be nice to know.","","0.0","0.0","0.00","47","2","Production launch","47","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Unaccepted","Page counter in the tutorial","2013-09-28T10:51:55Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:17:24Z","0","","","","0.0","0.0","0.00","49","2","Production launch","49","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","selecting exponential expressions is hard","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:18:23Z","0",""," on the multiplication tutorial, there was a ""did you expect P.A. to show x^5?"" and then explained why.  That was great!  Add more little ""ads about features in P.A."" throughout the tutorial to brag it up!  (Note: I guess I wanted to see that specific message much sooner, as some of the other tutorial steps left things uncombined and I wanted to know why.)","","0.0","0.0","0.00","50","2","Production launch","50","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Unaccepted","Review tutorial for opportunities to brag up features","2013-09-28T10:51:55Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:21:01Z","0",""," the next fraction multiplication example (1/2 * 2) auto simplified a step for me (when I thought it wouldn't).  It had me select the two ""2""s and then it jumped right to ""1"" for an answer when I expected to see ""1/1"" which I could then simplify to ""1"".  Does PA do this?  Or was it a tutorial snafu?  [the next example did it, too; went right to x*c]","","0.0","0.0","0.00","52","2","Production launch","52","2","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","Remove all simplifications","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:26:19Z","0","","- In the enter your own, I put in x^2+4x+4 and it said it wasn't valid.  OH.  I have to put in the multiplication.  Ok, well I had to go read the info page to figure that out.  (dumb user, you know?)  perhaps this section of PA needs a quick tutorial before it lets the user in to do some damage","","0.0","0.0","0.00","55","2","Production launch","55","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","User needs help learning to enter expressions","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:27:04Z","0","","- I find it very hard to select the first item in an expression.  it seems that the top edge of my iPod is not as sensitive... perhaps there should be a larger inset on the left?  that might push the equation into more sensitive territory?","","0.0","0.0","0.00","56","2","Production launch","56","2","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","Hard to select the first expression","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:27:54Z","0","","when I choose expressions, the list shows them in ""raw"" form, not the ""rendered"" form.  Is there any way to show them rendered?  This means replacing ""x/y"" with a fraction of x over y, or ""x^2"" with x followed by the superscript 2...  (I bet you can't because you are using the stock iOS list object and that only renders straight text, right?)","","0.0","0.0","0.00","57","2","Production launch","57","2","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","Render expression in the ""choose expression"" tables","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:29:22Z","0","","- when entering an expression, the keyboard shows up.  I find lots of the buttons to be very small and suggest using more of the whitespace under the onscreen keyboard.  The qwerty layout takes up valuable space, and is most certainly not going to work for other languages, if that is something you need/want to worry about.  I'd suggest limiting the alpha keys to the standard x, y, and z (which you have above the numbers, so then you could drop qwerty).  But, if you wanted all alpha keys, then you could lay them out in some alphabetical format, freeing up much-needed space to make the numeric keys a bit bigger. - I keep making mistakes when entering expressions which is fine and to be expected, but I get frustrated that I have to hit backspace because there is no cursor during editing to position at the problem area to insert a new character or delete an extraneous char.","","0.0","0.0","0.00","58","2","Production launch","58","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","Expression entry needs to be more user friendly","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:31:50Z","0","","- when I'm playing with an equation, it might be nice to have a ""clear work"" or ""restart"" button.  that would clear the workspace and show the original expression.  (Although I did stumble across the dbl-tap on an expression above to go back to it -- don't recall seeing that in the help or tutorial!)
","","0.0","0.0","0.00","59","2","Production launch","59","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Unaccepted","""clear work"" or ""restart"" button","2013-09-28T10:51:55Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-11-13T20:38:16Z","0","","On the ""Save Expression List"" screen, saving a list with the same name will silently overwrite/replace a previously-existing expression list.

This is another area I've waffled on. Apple encourages a paradigm of ""always save"" and not prompt to save. This might be worth the prompt. ","","0.0","0.0","0.00","62","2","Production launch","62","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","new","Overwrite existing expression list?","2013-09-28T10:51:54Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-12-06T02:09:20Z","0","","You can overwrite a list of expression by reusing the same name. The user receives no warning. ","","0.0","0.0","0.00","67","2","Production launch","67","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","Prompt when overwriting and existing expression list","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"","<none>","<none>","","<none>","2011-12-10T02:55:51Z","0","","When 3 and 0 are added in x - 3 + 0 PA returns x + -3 instead of x - 3","","0.0","0.0","0.00","68","2","Production launch","68","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","new","x - 3 + 0 returns x + -3","2013-09-28T10:51:54Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-12-16T18:01:04Z","0","","4*(x^(-3))*x^2 does.","","0.0","0.0","0.00","70","2","Production launch","70","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","4*x^(-3)*x^2 does not parse","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
"1","David S.","<none>","","<none>","2011-12-16T18:24:09Z","0","","","","0.0","0.0","0.00","71","2","Production launch","71","3","1","Pocket Algebra 1.0","1","David S.","","","","<none>","Accepted","25 - -25 should render as 25 - (-25)","2013-09-28T10:51:56Z","","<none>","","<none>","","<none>","","<none>"
